product_id,sku,name,category,brand,cost,price,currency,updated_at
SHP-PROD0041,SHP-SKU0079,Reebok SkinFit Yoga Pants,Activewear,Reebok,190,230,MYR,2023-11-24 16:56:45
SHP-PROD0042,SHP-SKU0011,Nike Slip-On Slip-Ons,Shoes,Nike,230,290,MYR,2023-11-24 16:56:45
SHP-PROD0043,SHP-SKU0030,Wrangler SlimCore Skirt,Bottoms,Wrangler,60,110,MYR,2023-11-24 16:56:45
SHP-PROD0044,SHP-SKU0020,Lululemon AeroCool Yoga Pants,Activewear,Lululemon,140,150,MYR,2023-11-24 16:56:45
SHP-PROD0045,SHP-SKU0046,Puma TrueShape Shirt,Tops,Puma,220,230,MYR,2023-11-24 16:56:45
SHP-PROD0046,SHP-SKU0082,Dockers CoreFlex Trousers,Bottoms,Dockers,80,140,MYR,2023-11-24 16:56:45
SHP-PROD0047,SHP-SKU0086,Under Armour BounceFlex Leggings,Activewear,Under Armour,120,160,MYR,2023-11-24 16:56:45
SHP-PROD0048,SHP-SKU0053,Levi's TaperedFit Chinos,Bottoms,Levi's,180,230,MYR,2023-11-24 16:56:45
SHP-PROD0049,SHP-SKU0006,Banana Republic Ruched Mini Dress,Dresses,Banana Republic,70,100,MYR,2023-11-24 16:56:45
SHP-PROD0050,SHP-SKU0068,Tommy Hilfiger Cinched Shift Dress,Dresses,Tommy Hilfiger,170,230,MYR,2023-11-24 16:56:45
SHP-PROD0051,SHP-SKU0070,Gap ActiveDry Shorts,Bottoms,Gap,240,270,MYR,2023-11-24 16:56:45
SHP-PROD0052,SHP-SKU0002,Nike LightMotion Slip-Ons,Shoes,Nike,220,260,MYR,2023-11-24 16:56:45
SHP-PROD0053,SHP-SKU0093,Gap Distressed Cargo Pants,Bottoms,Gap,220,240,MYR,2023-11-24 16:56:45
SHP-PROD0054,SHP-SKU0022,Nike Cropped Polo Shirt,Tops,Nike,240,290,MYR,2023-11-24 16:56:45
SHP-PROD0055,SHP-SKU0069,American Eagle ActiveDry Skirt,Bottoms,American Eagle,160,210,MYR,2023-11-24 16:56:45
SHP-PROD0056,SHP-SKU0092,Converse Ultraboost Boots,Shoes,Converse,100,110,MYR,2023-11-24 16:56:45
SHP-PROD0057,SHP-SKU0032,Columbia StormProof Sweater,Outerwear,Columbia,70,130,MYR,2023-11-24 16:56:45
SHP-PROD0058,SHP-SKU0013,Adidas Ultraboost Boots,Shoes,Adidas,50,80,MYR,2023-11-24 16:56:45
SHP-PROD0059,SHP-SKU0036,Puma Ultraboost Yoga Pants,Activewear,Puma,210,220,MYR,2023-11-24 16:56:45
SHP-PROD0060,SHP-SKU0029,Under Armour PowerMesh Leggings,Activewear,Under Armour,40,50,MYR,2023-11-24 16:56:45
SHP-PROD0061,SHP-SKU0043,Under Armour PowerMesh Track Jacket,Activewear,Under Armour,50,100,MYR,2023-11-24 16:56:45
SHP-PROD0062,SHP-SKU0071,Timberland LightMotion Sneakers,Shoes,Timberland,90,150,MYR,2023-11-24 16:56:45
SHP-PROD0063,SHP-SKU0045,Old Navy CoreFlex Chinos,Bottoms,Old Navy,250,310,MYR,2023-11-24 16:56:45
SHP-PROD0064,SHP-SKU0039,Vans LightMotion Sneakers,Shoes,Vans,80,100,MYR,2023-11-24 16:56:45
SHP-PROD0065,SHP-SKU0085,Calvin Klein Layered Mini Dress,Dresses,Calvin Klein,210,270,MYR,2023-11-24 16:56:45
SHP-PROD0066,SHP-SKU0004,Skechers SmoothMotion Boots,Shoes,Skechers,180,230,MYR,2023-11-24 16:56:45
SHP-PROD0067,SHP-SKU0052,Puma Cropped Tank Top,Tops,Puma,120,130,MYR,2023-11-24 16:56:45
SHP-PROD0068,SHP-SKU0063,Banana Republic Ruched Dress,Dresses,Banana Republic,170,200,MYR,2023-11-24 16:56:45
SHP-PROD0069,SHP-SKU0051,Levi's Distressed Skirt,Bottoms,Levi's,200,240,MYR,2023-11-24 16:56:45
SHP-PROD0070,SHP-SKU0042,Wrangler ActiveDry Cargo Pants,Bottoms,Wrangler,250,270,MYR,2023-11-24 16:56:45
SHP-PROD0071,SHP-SKU0015,New Balance GlideStep Sandals,Shoes,New Balance,80,100,MYR,2023-11-24 16:56:45
SHP-PROD0072,SHP-SKU0009,Lee TaperedFit Cargo Pants,Bottoms,Lee,110,120,MYR,2023-11-24 16:56:45
SHP-PROD0073,SHP-SKU0027,Nike FreshFoam Sandals,Shoes,Nike,160,220,MYR,2023-11-24 16:56:45
SHP-PROD0074,SHP-SKU0014,American Eagle High-Rise Skirt,Bottoms,American Eagle,100,160,MYR,2023-11-24 16:56:45
SHP-PROD0075,SHP-SKU0095,Adidas SkinFit Polo Shirt,Tops,Adidas,220,280,MYR,2023-11-24 16:56:45
SHP-PROD0076,SHP-SKU0001,Converse Ultraboost Sandals,Shoes,Converse,110,130,MYR,2023-11-24 16:56:45
SHP-PROD0077,SHP-SKU0003,Dockers ProStretch Shorts,Bottoms,Dockers,40,90,MYR,2023-11-24 16:56:45
SHP-PROD0078,SHP-SKU0078,Adidas MotionWeave Sports Bra,Activewear,Adidas,230,290,MYR,2023-11-24 16:56:45
SHP-PROD0079,SHP-SKU0047,Champion SkinFit Running Shorts,Activewear,Champion,60,80,MYR,2023-11-24 16:56:45
SHP-PROD0080,SHP-SKU0065,New Balance Ultraboost Running Shoes,Shoes,New Balance,210,270,MYR,2023-11-24 16:56:45
